imdbId,movieId,tmdbId,title,keywords,genres,Avg_rating,Median_rating,Max_rating,Min_rating,StdDev_rating,tmbd_genres,original_title,tagline,original_language,popularity,release_date,revenue,runtime,vote_average,vote_count,budget,tmbd_keywords,url,imdbRating,duration,year,nrOfWins,nrOfNominations,actors,imdb_genres
tt0011541,82848,23282,One Week (1920),"One,Week,1920",Comedy,3.80434782608696,4,5,0.5,1.05247684529467,,,,,,,,,,,,,,,,,,,,
tt0012349,3310,10098,"Kid, The (1921)","Kid,The,1921","Comedy,Drama",3.91764705882353,4,5,0.5,0.935129654642779,,,,,,,,,,,,,http://www.imdb.com/title/tt0012349/,8.4,3240,1921,1,0,"Jackie Coogan,Toraichi Kono,Edna Purviance,Eric Rogers","Comedy,Drama,Family"
tt0013442,1348,653,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)","Nosferatu,Nosferatu,eine,Symphonie,des,Grauens,1922,Symphonie des Grauens",Horror,3.89802191927292,4,5,0.5,0.946050806738825,,,,,,,,,,,,,nosferatu eine symphonie des grauens,http://www.imdb.com/title/tt0013442/,56050,5640,video.movie,0,"James Bernard,F.W. Murnau,Fritz Arno Wagner,Hans Erdmann,Henrik Galeen,Carlos U. Garza,John Gottowt,Alexander Granach,Robert Gray,Wolfgang Heinz,Richard O'Meara,Hans Posegga,Max Schreck,Bram Stoker,Gustav von Wangenheim,James Duhamel,Donald Sosin,Sandro Forte,Bernardo Uzeda","Action,Music"
tt0014142,25746,18987,"Hunchback of Notre Dame, The (1923)","Hunchback,of,Notre,Dame,The,1923,Hunchback of Notre Dame","Drama,Horror",3.3169014084507,3.5,5,0.5,1.01150325407187,,,,,,,,,,,,,,,,,,,,
tt0014341,8609,701,Our Hospitality (1923),"Our,Hospitality,1923",Comedy,3.81188118811881,4,5,0.5,0.98710966880652,,,,,,,,,,,,,,,,,,,,
tt0014429,8235,22596,Safety Last! (1923),"Safety,Last,1923,Safety Last","Action,Comedy,Romance",3.93573667711599,4,5,0.5,0.89711732943359,,,,,,,,,,,,,http://www.imdb.com/title/tt0014429/,8.3,4200,1923,1,1,"Thomas J. Crizer,Mildred Davis,Don Hulette,Harold Lloyd,Walter Lundin,Fred C. Newmeyer,Hal Roach,Sam Taylor,H.M. Walker,Noah Young,Jeffrey Vance","Comedy,Romance,Thriller"
tt0014624,3641,28974,"Woman of Paris, A (1923)","Woman,of,Paris,A,1923,Woman of Paris",Drama,3.45070422535211,4,5,0.5,1.09920402882354,,,,,,,,,,,,,,,,,,,,
tt0014646,71999,2973,Aelita: The Queen of Mars (Aelita) (1924),"Aelita,The,Queen,of,Mars,Aelita,1924,Queen of Mars","Action,Adventure,Drama,Fantasy,Romance,SciFi,Thriller",2.97368421052632,3,4.5,1.5,0.772328445721233,,,,,,,,,,,,,,,,,,,,
tt0015163,7074,32318,"Navigator, The (1924)","Navigator,The,1924",Comedy,3.86298076923077,4,5,0.5,0.946248509205845,,,,,,,,,,,,,http://www.imdb.com/title/tt0015163/,8.1,3540,1924,0,0,"Frederick Vroom,Jean C. Havez,Byron Houck,Elgin Lessley,Kathryn McGuire,Joseph A. Mitchell","Action,Comedy"
tt0015324,25750,992,Sherlock Jr. (1924),"Sherlock,Jr,1924","Comedy,Fantasy,Romance",3.93935643564356,4,5,0.5,0.989102197954378,,,,,,,,,,,,,,,,,,,,
tt0015400,7302,28963,"Thief of Bagdad, The (1924)","Thief,of,Bagdad,The,1924,Thief of Bagdad","Action,Adventure,Fantasy",3.74550898203593,4,5,0.5,0.855295805014536,,,,,,,,,,,,,,,,,,,,
tt0015648,3742,643,Battleship Potemkin (1925),"Battleship,Potemkin,1925","Drama,War",3.89602868174297,4,5,0.5,0.982364192937337,,,,,,,,,,,,,http://www.imdb.com/title/tt0015648/,8,4500,1925,0,0,"Sergei M. Eisenstein,Eduard Tisse,Dmitri Shostakovich,Nina Agadzhanova,Grigoriy Aleksandrov,Eric Allaman,Aleksandr Antonov,Nikolay Aseev,Vladimir Barskiy,Ivan Bobrov,Andrey Fayt,Mikhail Gomorov,Nikolai Kryukov,Maksim Shtraukh,Yakov Bliokh,Aleksanteri Ahola-Valo","Drama,History"
tt0015841,25752,42359,"Freshman, The (1925)","Freshman,The,1925",Comedy,3.61009174311927,4,5,0.5,1.00313812738644,,,,,,,,,,,,,,,,,,,,
tt0015864,3629,962,"Gold Rush, The (1925)","Gold,Rush,The,1925,Gold Rush","Adventure,Comedy,Romance",4.0880905511811,4,5,0.5,0.881656097812373,,,,,,,,,,,,,http://www.imdb.com/title/tt0015864/,8.3,5700,1925,2,1,"Roland Totheroh,Gerard Carbonara,Henry Bergman,Georgia Hale,Toraichi Kono,Tom Murray,William P. Perry,Mack Swain,Malcolm Waite,Frank Aderias,Jack Adams","Adventure,Comedy,Family"
tt0015881,25753,1405,Greed (1924),"Greed,1924",Drama,3.83510638297872,4,5,0.5,1.05690572959108,,,,,,,,,,,,,http://www.imdb.com/title/tt0015881/,7.8,8400,1924,1,0,"Gibson Gowland,Jean Hersholt,Warren Lynch,Zasu Pitts",Drama
tt0016641,6986,31510,Ben-Hur: A Tale of the Christ (1925),"Ben,Hur,A,Tale,of,the,Christ,1925,Ben-Hur,Tale of the Christ","Adventure,Drama,Romance",3.71747967479675,4,5,0.5,0.921140606284935,,,,,,,,,,,,,http://www.imdb.com/title/tt0016641/,8.1,8580,1925,1,0,"Ramon Novarro,Clyde De Vinna,Betty Bronson,Francis X. Bushman,H.H. Caldwell,J.J. Cohn,Frank Currier,Nigel De Brulier,Winter Hall,Percy Hilburn,Katherine Hilliker,Mitchell Lewis,May McAvoy,Claire McDowell,Lew Wallace","Adventure,Drama,History"
tt0016847,4404,10728,Faust (1926),"Faust,1926","Drama,Fantasy,Horror",3.80149812734082,4,5,0.5,1.07251969634904,,,,,,,,,,,,,http://www.imdb.com/title/tt0016847/,8,5100,1926,0,0,"William Dieterle,Gösta Ekman,Gerhart Hauptmann,Camilla Horn,Emil Jannings,Hans Kyser","Drama,Fantasy,Horror"
tt0016914,44931,84954,Secrets of a Soul (Geheimnisse einer Seele) (1926),"Secrets,of,a,Soul,Geheimnisse,einer,Seele,1926,a Soul",Drama,3.83333333333333,4,4.5,3,0.763762615825973,,,,,,,,,,,,,,,,,,,,
tt0017075,2227,2760,"Lodger: A Story of the London Fog, The (1927)","Lodger,A,Story,of,the,London,Fog,The,1927,Story of the London Fog","Crime,Drama,Thriller",3.58333333333333,4,5,0.5,0.927612589543215,,,,,,,,,,,,,http://www.imdb.com/title/tt0017075/,7.4,4080,1927,0,0,"Marie Belloc Lowndes,Ivor Novello,Eliot Stannard","Crime,Drama,Mystery"
tt0017136,2010,19,Metropolis (1927),"Metropolis,1927","Drama,SciFi",3.99089571454846,4,5,0.5,0.905516099945706,"Drama,SciFi",Metropolis,There can be no understanding between the hands and the brain unless the heart acts as mediator.,de,32.351527,1/10/27,650422,153,8,657,92620000,"man vs machine,underground world,inventor,metropolis,worker,future,machine town,work,class society,dystopia,tower of babel,delirium,chase scene,mad scientist,prophet,robot,destruction,silent film,depravity,masterpiece,downtrodden,saviour,working class,futuristic city,city planners,son of the city s mastermind,love,differences,working class prophet,coming of a savior",http://www.imdb.com/title/tt0017136/,8.4,9180,1927,3,4,"Fritz Lang,Adam Ant,Alfred Abel,Giorgio Moroder,Fritz Rasp,Karl Freund,Günther Rittau,Eugen Schüfftan,Gustav Fröhlich,Heinrich George,Brigitte Helm,Otto Hunte,Gottfried Huppertz,Erich Kettelhut,Rudolf Klein-Rogge,Abel Korzeniowski,Theodor Loos,Erich Pommer,Thea von Harbou,James Duhamel,Sandro Forte","Drama,SciFi"
tt0017271,120761,126644,By the Law (1926),"By,the,Law,1926",Drama,3.75,3.75,4,3.5,0.353553390593274,,,,,,,,,,,,,,,,,,,,
tt0017416,3492,85689,"Son of the Sheik, The (1926)","Son,of,the,Sheik,The,1926,Son of the Sheik","Adventure,Comedy,Romance",3.30379746835443,4,5,0.5,1.17510970987815,,,,,,,,,,,,,http://www.imdb.com/title/tt0017416/,7.7,4080,1926,1,0,"Vilma Bánky,Rudolph Valentino","Adventure,Drama"
tt0017739,32060,76804,"Cat and the Canary, The (1927)","Cat,and,the,Canary,The,1927","Horror,Mystery",3.17241379310345,3.5,4.5,0.5,1.10417925295674,,,,,,,,,,,,,,,,,,,,
tt0017765,8275,34847,College (1927),"College,1927",Comedy,3.68055555555556,4,5,0.5,0.92841522427222,,,,,,,,,,,,,http://www.imdb.com/title/tt0017765/,7.2,3960,1927,0,0,"Flora Bramley,Anne Cornwall,Bert Haines,Carl Harbaugh,Sherman Kell","Comedy,Drama,Sport"
tt0017925,3022,961,"General, The (1926)","General,The,1926","Comedy,War",4.16276978417266,4.5,5,0.5,0.956211160379412,,,,,,,,,,,,,http://www.imdb.com/title/tt0017925/,8.3,6420,1926,1,1,"Buster Keaton,Carl Davis,Robert Israel,Frederick Vroom,Al Boasberg,Clyde Bruckman,Glen Cavender,Devereaux Jennings,Jim Farley,Bert Haines,Sherman Kell,Marion Mack,William Pittenger,Joseph M. Schenck,Charles Henry Smith,The Alloy Orchestra","Action,Adventure,Comedy"
tt0018037,25757,939,"Jazz Singer, The (1927)","Jazz,Singer,The,1927,Jazz Singer","Drama,Musical,Romance",3.03092783505155,3,5,0.5,0.943217103934529,,,,,,,,,,,,,http://www.imdb.com/title/tt0018037/,6.9,5280,1927,2,0,"Eugenie Besserer,Alfred A. Cohn,Jack Jarmuth,Al Jolson,May McAvoy,Harold McCord","Drama,Music,Musical"
tt0018328,2226,36056,"Ring, The (1927)","Ring,The,1927",Drama,3.08235294117647,3,5,0.5,1.20229705450979,,,,,,,,,,,,,,,,,,,,
tt0018455,8125,631,Sunrise: A Song of Two Humans (1927),"Sunrise,A,Song,of,Two,Humans,1927","Drama,Romance",4.03904555314534,4,5,0.5,0.978904867300571,,,,,,,,,,,,,http://www.imdb.com/title/tt0018455/,8.4,6360,1927,2,1,"Charles Rosher,F.W. Murnau,H.H. Caldwell,William Fox,Janet Gaynor,Katherine Hilliker,Arthur Housman,Margaret Livingston,J. Farrell MacDonald,Carl Mayer,George O'Brien,Karl Struss,Hermann Sudermann,Jane Winton","Drama,Romance"
tt0018773,3306,28978,"Circus, The (1928)","Circus,The,1928",Comedy,3.91101694915254,4,5,0.5,0.943813963966823,,,,,,,,,,,,,http://www.imdb.com/title/tt0018773/,8.1,4260,1928,1,0,"Henry Bergman,Harry Crocker,Merna Kennedy,Toraichi Kono,Tiny Sandford,Lambert Williamson","Comedy,Romance"
tt0019254,6985,780,"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La) (1928)","Passion,of,Joan,of,Arc,The,Passion,de,Jeanne,d'Arc,La,1928,Passion of Joan of Arc,Passion de Jeanne d'Arc",Drama,4.03652058432935,4,5,0.5,1.05358158400927,,,,,,,,,,,,,,,,,,,,
tt0019421,25769,25768,"Steamboat Bill, Jr. (1928)","Steamboat,Bill,Jr,1928,Steamboat Bill,Jr.","Comedy,Romance",3.890625,4,5,0.5,0.845782089669422,,,,,,,,,,,,,http://www.imdb.com/title/tt0019421/,8,4200,1928,0,0,"Gaylord Carter,Devereaux Jennings,Bert Haines,Carl Harbaugh,Sherman Kell,Tom Lewis,Charles Reisner,Joseph M. Schenck,Ernest Torrence","Action,Comedy,Drama"
tt0019422,2102,53565,Steamboat Willie (1928),"Steamboat,Willie,1928,Steamboat Willie","Animation,Children,Comedy,Musical",3.44393241167435,3.5,5,0.5,1.1124019845766,,,,,,,,,,,,,,,,,,,,
tt0019729,1926,65203,"Broadway Melody, The (1929)","Broadway,Melody,The,1929,Broadway Melody",Musical,3.17032967032967,3,5,1,1.06998161862608,"Drama,Music,Romance",The Broadway Melody,"The pulsating drama of Broadway's bared heart speaks and sings with a voice to stir your soul!",en,0.968865,2/8/29,4358000,100,5,19,379000,"musical,singer,pre-code,wisecrack humor,early sound film,partially lost film,Queenie Mahoney,friend Eddie Kerns,high society,Jock Warriner,member of the New Yorker,Francis Zanfield s,Harriet,love,vaudeville act,Queenie,Eddie,number,toy,Jock,while,Broadway",http://www.imdb.com/title/tt0019729/,6.6,6000,1929,0,2,"Harry Beaumont,Charles King,Bessie Love,Anita Page","Musical,Romance"
tt0019760,6433,26317,"Man with the Movie Camera, The (Chelovek s kino-apparatom) (1929)","Man,with,the,Movie,Camera,The,Chelovek,s,kino,apparatom,1929,Movie Camera,Chelovek s kino-apparatom",Documentary,3.9644495412844,4,5,0.5,0.976975120437472,,,,,,,,,,,,,,,,,,,,
tt0019777,33312,20625,"Cocoanuts, The (1929)","Cocoanuts,The,1929","Comedy,Musical",3.76068376068376,4,5,0.5,0.830218675878874,,,,,,,,,,,,,http://www.imdb.com/title/tt0019777/,7.3,5760,1929,0,0,Mary Eaton,"Comedy,Musical"
tt0020530,25771,626,"Andalusian Dog, An (Chien andalou, Un) (1929)","Andalusian,Dog,An,Chien,andalou,Un,1929,Andalusian Dog,Chien andalou",Fantasy,3.853125,4,5,0.5,0.942139666822116,,,,,,,,,,,,,,,,,,,,
tt0020629,1927,143,All Quiet on the Western Front (1930),"All,Quiet,on,the,Western,Front,1930,Western Front","Action,Drama,War",3.95423076923077,4,5,0.5,0.930347124487684,,,,,,,,,,,,,http://www.imdb.com/title/tt0020629/,8.1,8160,1930,4,2,"Lew Ayres,George Abbott,Ben Alexander,Richard Alexander,Maxwell Anderson,Del Andrews,William Bakewell,Milton Carruth,G. Pat Collins,Arthur Edeson,Russell Gleason,Harold Goodwin,Carl Laemmle Jr.,Arnold Lucy,Beryl Mercer,Lewis Milestone,Erich Maria Remarque,C. Gardner Sullivan,Slim Summerville,Nate Watt,Louis Wolheim,John Wray","Drama,War"
tt0020640,7706,13913,Animal Crackers (1930),"Animal,Crackers,1930,Animal Crackers","Comedy,Musical",3.93438177874187,4,5,0.5,0.854368665840654,,,,,,,,,,,,,http://www.imdb.com/title/tt0020640/,7.7,5820,1930,0,0,"Pierre Collings,George S. Kaufman,Zeppo Marx,Morrie Ryskind,The Marx Brothers","Comedy,Musical"
tt0020641,8518,42812,Anna Christie (1930),"Anna,Christie,1930,Anna Christie",Drama,3.5,3.5,5,1.5,0.715281697638591,,,,,,,,,,,,,,,,,,,,
tt0020697,4970,228,"Blue Angel, The (Blaue Engel, Der) (1930)","Blue,Angel,The,Blaue,Engel,Der,1930,Blue Angel,Blaue Engel",Drama,3.89309366130558,4,5,0.5,0.95143411675736,,,,,,,,,,,,,http://www.imdb.com/title/tt0020697/,7.9,7440,1930,0,0,"Hans Schneeberger,Robert Liebmann,Heinrich Mann,Herbert Tevos,Roland Varno,Karl Vollmöller,Eduard von Winterstein,Carl Zuckmayer","Drama,Music"
tt0020827,8424,80708,"Divorcee, The (1930)","Divorcee,The,1930","Drama,Romance",3.05769230769231,3,5,1.5,0.791541825514269,,,,,,,,,,,,,,,,,,,,
tt0021079,25773,27899,Little Caesar (1931),"Little,Caesar,1931,Little Caesar","Crime,Drama",3.6325,4,5,0.5,0.833466907217759,,,,,,,,,,,,,,,,,,,,
tt0021746,1928,42861,Cimarron (1931),"Cimarron,1931","Drama,Western",3.08024691358025,3,5,0.5,1.08191453871819,,,,,,,,,,,,,http://www.imdb.com/title/tt0021746/,6,7380,1931,2,4,"Richard Dix,Howard Estabrook,Wesley Ruggles,Louis Sarecky","Drama,Western"
tt0021749,3307,901,City Lights (1931),"City,Lights,1931,City Lights","Comedy,Drama,Romance",4.17412263787119,4.5,5,0.5,0.940685663418741,,,,,,,,,,,,,http://www.imdb.com/title/tt0021749/,8.7,5220,1931,2,0,"Carl Davis,Roland Totheroh,Albert Austin,Henry Bergman,Virginia Cherrill,Harry Crocker,Arthur Johnston,Toraichi Kono,Harry Myers,José Padilla,Gordon Pollock,Florence Lee","Comedy,Drama,Romance"
tt0021814,2644,138,Dracula (1931),"Dracula,1931",Horror,3.74108003857281,4,5,0.5,0.995154682266554,,,,,,,,,,,,,http://www.imdb.com/title/tt0021814/,7.7,4500,1931,2,1,"Bela Lugosi,Karl Freund,Tod Browning,Milton Carruth,Helen Chandler,Hamilton Deane,Garrett Fort,Dwight Frye,David Manners,Bram Stoker,Edward Van Sloan",Horror
tt0021884,2648,3035,Frankenstein (1931),"Frankenstein,1931","Drama,Horror,SciFi",3.85956560547456,4,5,0.5,0.939575474961963,,,,,,,,,,,,,http://www.imdb.com/title/tt0021884/,8,4200,1931,2,1,"James Whale,John L. Balderston,John Boles,Mae Clarke,Colin Clive,Arthur Edeson,Francis Edward Faragoh,Garrett Fort,Dwight Frye,Frederick Kerr,Clarence Kolster,Carl Laemmle Jr.,Richard Schayer,Mary Shelley,Edward Van Sloan","Horror,SciFi"
tt0021890,8302,42814,"Front Page, The (1931)","Front,Page,The,1931,Front Page","Comedy,Drama,Romance",3.60869565217391,4,5,0.5,1.02127394845021,,,,,,,,,,,,,,,,,,,,
tt0021910,84512,120843,Girls About Town (1931),"Girls,About,Town,1931",Comedy,3.375,3.25,4,3,0.478713553878169,,,,,,,,,,,,,,,,,,,,
tt0022100,1260,832,M (1931),"M,1931","Crime,FilmNoir,Thriller",4.19317107750473,4,5,0.5,0.861178890576208,,,,,,,,,,,,,http://www.imdb.com/title/tt0022100/,8.5,7020,1931,1,0,"Peter Lorre,Fritz Lang,Theo Lingen,Robert Baberske,Fritz Arno Wagner,Edvard Grieg,Rudolf Blümner,Paul Falkenberg,Georg John,Gustaf Gründgens,Egon Jacobson,Inge Landgut,Theodor Loos,Thea von Harbou,Hertha von Walther,Otto Wernicke,Ellen Widmann","Crime,Drama,Thriller"
tt0022111,8228,28257,"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)","Maltese,Falcon,The,a,k,a,Dangerous,Female,1931,Maltese Falcon,Dangerous Female",Mystery,4.05813507290867,4,5,0.5,0.771229926420555,,,,,,,,,,,,,http://www.imdb.com/title/tt0022111/,7.5,4800,1931,0,0,"Ricardo Cortez,Bebe Daniels,Dudley Digges,Robert Elliott,Dwight Frye,Otto Matieson,William Rees,Thelma Todd","Crime,Drama,FilmNoir"
tt0022183,32799,9653,Maidens in Uniform (Mädchen in Uniform) (1931),"Maidens,in,Uniform,Mädchen,in,Uniform,1931","Drama,Romance",3.4375,3.5,5,0.5,1.19547758936195,,,,,,,,,,,,,,,,,,,,
tt0022286,7056,17687,"Public Enemy, The (1931)","Public,Enemy,The,1931,Public Enemy","Action,Crime,Drama",3.79004329004329,4,5,0.5,0.721732969791272,,,,,,,,,,,,,http://www.imdb.com/title/tt0022286/,7.8,4980,1931,1,0,"Donald Cook,John Bright,Leslie Fenton,Kubec Glasmon,Murray Kinnell,Edward M. McDermott,Beryl Mercer,Robert Emmett O'Connor,Edward Woods","Crime,Drama"
tt0022599,5560,31514,À nous la liberté (Freedom for Us) (1931),"À,nous,la,liberté,Freedom,for,Us,1931,for Us","Comedy,Musical",3.65697674418605,4,5,0.5,1.14519496516005,,,,,,,,,,,,,http://www.imdb.com/title/tt0022599/,7.7,6240,1931,3,0,"Germaine Aussey,Frank Clifford,Rolla France,Henri Marchand,Georges Raulet","Comedy,Musical"
tt0022718,25782,48365,Boudu Saved From Drowning (Boudu sauvé des eaux) (1932),"Boudu,Saved,From,Drowning,Boudu,sauvé,des,eaux,1932,Boudu sauvé des eaux",Comedy,3.63888888888889,4,5,0.5,1.01133512850013,,,,,,,,,,,,,http://www.imdb.com/title/tt0022718/,7.6,5100,1932,0,0,"Marcelle Hainia,Sévérine Lerczinska",Comedy
tt0022835,8521,3019,Dr. Jekyll and Mr. Hyde (1931),"Dr,Jekyll,and,Mr,Hyde,1931,Dr. Jekyll,Mr. Hyde","Drama,Horror",3.48373983739837,3.5,5,0.5,0.873498617102496,,,,,,,,,,,,,http://www.imdb.com/title/tt0022835/,7.8,5880,1931,2,2,"Holmes Herbert,Rose Hobart,Halliwell Hobbes,Samuel Hoffenstein,Miriam Hopkins,Rouben Mamoulian,Fredric March,Tempe Pigott,Robert Louis Stevenson,Karl Struss","Horror,SciFi"
tt0022879,976,22649,"Farewell to Arms, A (1932)","Farewell,to,Arms,A,1932","Romance,War",3.53432494279176,4,5,1,0.947576732941565,"Drama,Romance,War",A Farewell to Arms,Every woman who has loved will understand,en,1.199451,12/8/32,25,89,6.2,28,4,"italy,nurse,love letter,officer,priest,escape,hospital,best friend,pre-code,air raid,ambulance driver,battle of the isonzo,air attack,Best Cinematography,First World War,difficult decisions,Best Sound,Frederic s transfer,Best Picture,Best Art Direction,tremendous challenges,Academy Awards winner,Italy,love,war rages,British nurse Catherine Barkley Helen Hayes,American Lieutenant Frederic Henry Gary Cooper fall",,,,,,,,
tt0022913,8507,136,Freaks (1932),"Freaks,1932","Crime,Drama,Horror",3.80129240710824,4,5,0.5,0.918514288456708,,,,,,,,,,,,,http://www.imdb.com/title/tt0022913/,8,3840,1932,1,1,"Roscoe Ates,Olga Baclanova,Edward Brophy,Tod Browning,Rose Dione,Wallace Ford,Willis Goldbeck,Leon Gordon,Leila Hyams,Clarence Aaron 'Tod' Robbins,Henry Victor","Drama,Horror,Thriller"
tt0022958,1929,33680,Grand Hotel (1932),"Grand,Hotel,1932,Grand Hotel","Drama,Romance",3.75034013605442,4,5,0.5,0.909709519591503,,,,,,,,,,,,,http://www.imdb.com/title/tt0022958/,7.7,6720,1932,1,0,"John Barrymore,Vicki Baum,William Absalom Drake,Edmund Goulding,Blanche Sewell","Drama,Romance"
tt0023027,7091,13912,Horse Feathers (1932),"Horse,Feathers,1932,Horse Feathers",Comedy,3.96110484780158,4,5,0.5,0.824229661041908,,,,,,,,,,,,,http://www.imdb.com/title/tt0023027/,7.7,4080,1932,0,0,"Will B. Johnstone,Ray June,Bert Kalmar,David Landau,Chico Marx,Harpo Marx,Zeppo Marx,Norman Z. McLeod,S.J. Perelman,Harry Ruby,Thelma Todd,The Marx Brothers","Comedy,Musical,Romance"
tt0023042,8044,29740,I Am a Fugitive from a Chain Gang (1932),"I,Am,a,Fugitive,from,a,Chain,Gang,1932,Chain Gang","Crime,Drama,FilmNoir",3.85387323943662,4,5,0.5,0.845243894876213,,,,,,,,,,,,,http://www.imdb.com/title/tt0023042/,8,5520,1932,3,0,"Louise Carter,Preston Foster,Noel Francis,Brown Holmes,William Holmes,Paul Muni,Helen Vinson","Crime,Drama,FilmNoir"
tt0023245,2633,15849,"Mummy, The (1932)","Mummy,The,1932","Horror,Romance",3.34915550378567,3.5,5,0.5,1.0316752832845,,,,,,,,,,,,,http://www.imdb.com/title/tt0023245/,7.3,4380,1932,1,1,"Arthur Byron,Bramwell Fletcher,Zita Johann,Noble Johnson,David Manners,Nina Wilcox Putnam,Richard Schayer,Edward Van Sloan",Horror
tt0023427,25788,877,Scarface (1932),"Scarface,1932","Crime,Drama",3.79310344827586,4,5,0.5,0.84701188541753,,,,,,,,,,,,,http://www.imdb.com/title/tt0023427/,7.8,5580,1932,2,0,"Lee Garmes,Vince Barnett,Douglass Biggs,W.R. Burnett,Edward Curtiss,Ann Dvorak,C. Henry Gordon,Howard Hughes,Tully Marshall,Edwin Maxwell,Karen Morley,Paul Muni,L. William O'Connell,Osgood Perkins,Warner Richmond,Richard Rosson,Armitage Trail","Action,Crime,Drama"
tt0023563,8670,12206,"Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse) (1933)","Testament,of,Dr,Mabuse,The,Das,Testament,des,Dr,Mabuse,1933,Testament of Dr. Mabuse,Das Testament des Dr. Mabuse","Crime,Horror,Mystery,Thriller",3.89917695473251,4,5,0.5,0.913127029875834,,,,,,,,,,,,,,,,,,,,
